User-ID,ISBN,Rating,book_id
178,0553583468,0.0,9108
182,9024503620,0.0,9109
182,9025444432,0.0,9110
182,9029066458,0.0,9111
182,9029517751,0.0,9112
182,9044303244,0.0,9113
182,904460021,0.0,9114
182,9044601695,1.5,9115
183,058608195X,0.0,9116
183,100940/86,4.5,9117
183,10622/86,0.0,9118
183,10745/85,0.0,9119
183,10756/85,0.0,9120
183,127420/98,4.0,9121
183,13440/86,3.5,9122
183,1351334340,0.0,9123
183,1351394403,4.0,9124
183,140274871,4.0,9125
183,15019/87,3.5,9126
183,16560/87,5.0,9127
183,16785/87,3.5,9128
183,18128/87,3.5,9129
183,18678/87,3.5,9130
183,194114/03,0.0,9131
183,19973/88,3.0,9132
183,20070/88,0.0,9133
183,203671/03,4.0,9134
183,2070567842,4.0,9135
183,225314696X,0.0,9136
183,23950/88,3.0,9137
183,24297/89,0.0,9138
183,24340/88,0.0,9139
183,30623/89,3.5,9140
183,350573385,0.0,9141
183,350583378,0.0,9142
183,350903808,0.0,9143
183,36388/90,4.0,9144
183,40052/90,3.5,9145
183,40614/2098,4.0,9146
183,40827/3218,0.0,9147
183,71837/93,4.0,9148
183,75666/95,4.0,9149
183,77556/94,3.5,9150
183,80651/94,3.5,9151
183,8401422825,4.5,9152
183,8420639133,0.0,9153
183,8433920081,0.0,9154
183,8440630794,3.5,9155
183,847223973X,4.5,9156
183,8476409419,4.0,9157
183,8497890663,5.0,9158
183,8531605717,0.0,9159
183,8585362693,4.5,9160
183,8585443464,4.5,9161
183,9714511081,4.5,9162
183,9721027855,0.0,9163
183,9721028800,3.5,9164
183,9721033561,3.5,9165
183,9721035130,4.0,9166
183,9722007149,0.0,9167
183,9722009184,0.0,9168
183,9722013831,3.0,9169
183,9722020242,4.5,9170
183,9722105507,4.0,9171
183,9722113747,4.5,9172
183,9722319914,4.0,9173
183,972233028,0.0,9174
183,9722330950,4.5,9175
183,9722902628,3.5,9176
183,9723302500,0.0,9177
183,9723317516,0.0,9178
183,972370403X,4.0,9179
183,9723706504,4.0,9180
183,9723816709,0.0,9181
183,9723817535,0.0,9182
183,9723818809,0.0,9183
183,9723819171,0.0,9184
183,9724114384,3.5,9185
183,9724128725,4.0,9186
183,9724129411,4.5,9187
183,9724131009,3.5,9188
183,9724206378,0.0,9189
183,9724502023,4.5,9190
183,9724508552,4.0,9191
183,9724509524,4.0,9192
183,97245146089,4.5,9193
183,972568440X,0.0,9194
183,9726080630,5.0,9195
183,972608122X,0.0,9196
183,9726081327,4.0,9197
183,9726081378,4.5,9198
183,9726081424,4.5,9199
183,9726101034,3.5,9200
183,9726116384,0.0,9201
183,9726593855,4.5,9202
183,9726621445,0.0,9203
183,9726621720,0.0,9204
183,9726626536,0.0,9205
183,9726650178,0.0,9206
183,9726652499,0.0,9207
183,9726653525,4.5,9208
183,9726953308,0.0,9209
183,9726991366,4.0,9210
183,9726993474,4.0,9211
183,9727086179,0.0,9212
183,972708673X,0.0,9213
183,9727100112,4.5,9214
183,9727110541,4.0,9215
183,9727112145,0.0,9216
183,9727474381,0.0,9217
183,9727474810,0.0,9218
183,972795023X,0.0,9219
183,9728305729,4.0,9220
183,9728313039,4.0,9221
183,9728351380,0.0,9222
183,9728416008,0.0,9223
183,9728440006,4.0,9224
183,9728440030,4.5,9225
183,9728440057,3.5,9226
183,9728440138,4.5,9227
183,9728440170,4.5,9228
183,9728440200,4.5,9229
183,9728440324,4.5,9230
183,9728440383,4.0,9231
183,9728440405,4.5,9232
183,9728440456,3.5,9233
183,9728440642,4.5,9234
183,9728440693,3.5,9235
183,9728440804,4.5,9236
183,9728487002,5.0,9237
183,9728487142,5.0,9238
183,9728487150,4.0,9239
183,9728487266,3.0,9240
183,9728487304,3.0,9241
183,9728487355,3.5,9242
183,9728487576,3.0,9243
183,9728487606,3.0,9244
183,9728487614,4.0,9245
183,9728515227,4.5,9246
183,9729720495,4.5,9247
183,972975831X,3.5,9248
183,9729817715,3.0,9249
183,9729852405,4.0,9250
183,9748440537,4.0,9251
185,0380778556,5.0,2750
185,0451525221,0.0,9252
190,0002740230,3.5,9253
193,0971880107,0.0,453
199,0373196407,0.0,9254
199,0373196520,0.0,9255
199,0385336772,0.0,9256
199,0440949424,0.0,9257
199,0505524996,0.0,9258
202,0140252800,3.0,9259
204,0451452755,0.0,9260
204,0812575482,0.0,9261
207,044651747X,0.0,3150
212,0060801263,4.0,9262
215,0061030147,3.0,9263
217,0140250964,4.0,9264
221,1880539365$9.,5.0,9265
224,0446527165,4.0,3786
226,0671461494,4.0,9266
228,0385337639,3.5,9267
228,039575514X,4.5,9268
230,0451206673,3.0,9269
232,0007123817,3.5,9270
232,0330332775,0.0,87
232,0486284735,4.0,9271
232,0671021745,2.0,9272
232,0671047612,3.0,9273
232,0671504282,3.0,9274
233,9511173758,4.5,9275
233,9515710014,0.0,9276
236,0399138684,0.0,872
237,0785263292,0.0,9277
237,0830714014,0.0,9278
241,0345354931,0.0,9279
242,0553278223,5.0,9280
242,0971880107,0.0,453
242,3150000335,5.0,9281
242,3257202083,5.0,9282
242,3257203136,4.0,9283
242,3257203659,4.5,9284
242,3257207522,5.0,9285
242,3257208626,4.0,9286
242,3257208634,5.0,9287
242,3257208640,4.5,9288
242,3257208650,5.0,9289
242,3257208669,4.5,9290
242,3257210450,5.0,9291
242,3257212054,5.0,9292
242,3257212429,5.0,9293
242,3257214154,4.5,9294
242,3257216416,3.5,9295
242,3257233051,4.5,9296
242,342311360X,5.0,9297
242,3423114185,4.5,9298
242,3423116714,0.0,9299
242,3423241489,0.0,9300
242,3426605686,0.0,9301
242,3451040395,3.0,9302
242,3453124731,0.0,9303
242,3453212150,3.5,9304
242,3462021095,0.0,9305
242,3492045642,4.0,9306
242,3498020862,4.0,9307
242,3499110695,3.5,9308
242,3499151502,4.5,9309
242,349917281X,2.5,9310
242,3518111000,0.0,9311
242,3518370324,5.0,9312
242,3548254268,5.0,9313
242,3570300099,3.0,9314
242,3596221269,5.0,9315
242,3596292646,3.5,9316
242,382897239X,0.0,9317
242,3928812343,3.5,9318
242,393463849X,2.5,9319
243,0060915544,5.0,2767
243,0060977493,3.5,3810
243,0140272100,3.0,9320
243,0156006529,0.0,9321
243,0312169787,0.0,9322
243,0312872682,0.0,9323
243,0316096199,0.0,1486
243,0316601950,4.5,1271
243,0316602906,0.0,9324
243,0316666343,0.0,422
243,0316693006,0.0,9325
243,0316776963,4.5,1491
243,0316899984,3.5,8685
243,0345311396,0.0,1497
243,0345378490,0.0,3049
243,0345404793,0.0,9326
243,0345409051,0.0,9327
243,0345433173,0.0,9328
243,0345465083,0.0,9037
243,0349109117,0.0,9329
243,0373483880,0.0,9330
243,0375400117,5.0,2898
243,0375705856,0.0,9331
243,0375727345,0.0,3341
243,0380717018,0.0,2653
243,0380718332,0.0,1535
243,0380754509,0.0,9332
243,038076654X,0.0,5569
243,0380807866,0.0,9333
243,0385316895,3.0,9334
243,0385497466,0.0,3781
243,0385508042,0.0,2189
243,0385509456,0.0,9335
243,0385511612,0.0,2268
243,0385720106,3.5,9336
243,0385730586,0.0,8571
243,0425092917,0.0,9337
243,0425098834,0.0,9338
243,042511774X,0.0,1102
243,0425163407,4.5,9339
243,0425164403,0.0,9340
243,0440224764,0.0,1609
243,0440225701,0.0,961
243,0440226430,0.0,2858
243,0440234743,0.0,2032
243,0440234964,0.0,9341
243,044023722X,3.5,1243
243,0446353205,0.0,9342
243,0446358592,0.0,9343
243,0446360856,0.0,9344
243,0446364800,4.5,6126
243,0446600466,0.0,9345
243,0446600474,0.0,9346
243,0446605484,0.0,793
243,0446606383,3.0,1108
243,0446610399,0.0,8696
243,0446612790,0.0,1934
243,0449006522,3.0,12
243,0449911004,0.0,9347
243,0451162072,0.0,6252
243,0451186648,0.0,9348
243,0452282152,0.0,1272
243,051512219X,0.0,1936
243,0515130389,0.0,3229
243,051513290X,0.0,9349
243,0517122707,0.0,9350
243,0553580388,4.0,8812
243,0590598848,0.0,9351
243,0590629719,0.0,1214
243,0671023616,0.0,9352
243,0671027387,0.0,9353
243,0671042572,0.0,9354
243,0679450408,0.0,943
243,0684848783,0.0,9355
243,0743486226,0.0,950
243,0786863986,2.5,9356
243,0803251718,2.5,9357
243,0804117934,0.0,9358
243,0880960043,0.0,9359
243,140003180X,0.0,3537
243,155874262X,2.5,8880
244,0060977493,3.5,3810
244,0060987103,4.0,9360
244,0151008116,4.5,9361
244,0375704965,4.0,8790
244,0525947647,4.5,9362
244,0804111359,4.0,3323
244,155874262X,3.0,8880
244,1558744150,3.0,2203
247,0435272683,3.5,9363
247,9607213858,0.0,9364
249,0349109117,4.0,9329
250,006102063X,0.0,9365
254,006000438X,0.0,9366
254,0060013117,0.0,9367
254,0060199563,0.0,9368
254,0060391448,0.0,9369
254,0060502320,3.5,9370
254,006052779X,0.0,9371
254,0060563079,0.0,9372
254,0060809027,0.0,9373
254,0060930535,0.0,1440
254,0060934700,4.5,9374
254,0060934719,0.0,9375
254,0060976977,3.5,9376
254,0061020699,0.0,9377
254,0061020702,0.0,9378
254,0061020710,0.0,9379
254,0061040967,0.0,9380
254,0061050474,0.0,9381
254,0061052515,0.0,9382
254,0061052523,0.0,9383
254,0061092819,0.0,9384
254,0061094595,0.0,9385
254,0062502174,0.0,9386
254,0064401774,0.0,4149
254,0064471047,3.5,4166
254,0064472264,0.0,9387
254,0066238501,2.5,9388
254,014028009X,0.0,8681
254,0140298479,0.0,9389
254,0140328734,0.0,9390
254,0140367470,0.0,9391
254,0140620664,0.0,9392
254,014100018X,0.0,1463
254,0141301066,0.0,9393
254,0141301104,0.0,9394
254,0141310685,0.0,9395
254,014143967X,0.0,9396
254,0142001740,4.5,1465
254,014230218X,0.0,9397
254,0304345350,0.0,9398
254,0312148267,0.0,9399
254,0312151144,0.0,9400
254,0312156960,0.0,9401
254,0312305060,0.0,9402
254,0312863934,4.5,9403
254,0312865104,0.0,9404
254,0312868332,0.0,9405
254,0312869592,0.0,9406
254,0312873972,0.0,9407
254,0312874014,0.0,9408
254,0312875681,0.0,9409
254,0312890044,0.0,9410
254,0312974221,0.0,9411
254,0316569321,0.0,1489
254,0316769487,0.0,2649
254,0316776963,0.0,1491
254,0340718153,0.0,9412
254,0345294688,0.0,9413
254,0345342445,0.0,9414
254,0345350499,0.0,8633
254,0345350596,0.0,9415
254,0345357019,0.0,9416
254,0345384466,0.0,4716
254,0345387651,0.0,8933
254,034543014X,0.0,9417
254,034543191X,0.0,9418
254,0345434803,0.0,9419
254,0373030959,0.0,2362
254,0373031106,0.0,9420
254,0373033605,2.5,9421
254,0373033923,0.0,9422
254,0373063040,0.0,9423
254,0373063091,0.0,9424
254,0373063105,0.0,9425
254,0373063237,0.0,9426
254,0373063296,0.0,9427
254,0373072430,0.0,9428
254,0373075502,0.0,9429
254,037307848X,0.0,9430
254,0373162669,2.5,9431
254,0373166613,0.0,9432
254,0373218400,0.0,9433
254,0373224540,0.0,9434
254,0373226063,3.0,5222
254,0373226071,0.0,9435
254,0373226144,2.5,5223
254,0373226276,0.0,5224
254,0373241739,0.0,9436
254,0373242034,0.0,9437
254,0373242077,0.0,9438
254,0373242441,0.0,9439
254,0373243944,2.5,9440
254,0373243952,0.0,5273
254,0373243979,2.0,9441
254,037326240X,0.0,5305
254,0373600739,0.0,9442
254,0373650132,0.0,9443
254,0373707010,0.0,9444
254,0373707266,0.0,9445
254,0373707290,0.0,9446
254,0373707711,0.0,9447
254,0373708130,0.0,5443
254,0373708149,0.0,5444
254,037370951X,0.0,5453
254,0373709625,0.0,5454
254,0373709889,2.5,9448
254,0373762065,0.0,9449
254,0373810431,3.5,9450
254,0373810482,0.0,9451
254,0373810601,3.0,9452
254,0373822405,0.0,9453
254,0373822456,0.0,9454
254,0373825617,0.0,9455
254,0373825692,0.0,9456
254,0373834446,4.0,9457
254,0373834454,0.0,9458
254,0373834462,0.0,9459
254,0373834489,4.5,9460
254,0373834543,0.0,9461
254,0373835493,0.0,9462
254,0373835558,0.0,9463
254,0373835582,0.0,9464
254,0373835590,0.0,9465
254,0373836023,3.5,9466
254,0375503269,0.0,9467
254,0375503838,0.0,9468
254,0375713549,0.0,9469
254,0375724370,0.0,9470
254,0375727345,0.0,3341
254,0375751513,0.0,1529
254,0375756469,4.5,9471
254,0375801677,0.0,9472
254,0375814248,0.0,9473
254,0375823352,0.0,9474
254,037582345X,4.5,9475
254,0375823468,4.5,9476
254,038070174X,0.0,9477
254,0380730448,4.0,9478
254,0380789019,0.0,2832
254,0380789035,5.0,5575
254,0380810492,3.5,9479
254,0380817845,4.0,9480
254,0380973634,5.0,9481
254,0380973650,4.5,9482
254,0380973839,4.5,9483
254,0380977281,4.0,9484
254,0380977788,0.0,9485
254,038097827X,4.0,9486
254,0385134681,0.0,9487
254,0385327773,0.0,9488
254,038533348X,0.0,9489
254,038542017X,0.0,9490
254,0385603401,0.0,9491
254,0385605331,0.0,9492
254,0394586239,0.0,9493
254,0399146431,4.5,3917
254,0399501487,0.0,1567
254,0413537900,0.0,9494
254,0425092917,0.0,9337
254,0425145638,0.0,5812
254,0425177009,0.0,9495
254,0439064864,4.5,530
254,0439064872,4.5,1591
254,0439136350,4.5,9496
254,0439136369,4.5,1592
254,0439139597,4.5,9497
254,043935806X,0.0,85
254,0439510112,0.0,9498
254,044018293X,0.0,9499
254,0440211263,0.0,8905
254,0440241413,0.0,9500
254,0440403278,0.0,9501
254,0440419468,0.0,1614
254,0440841216,0.0,6065
254,0440967694,0.0,2756
254,0441003257,0.0,9502
254,0441008615,0.0,9503
254,0441172695,0.0,9504
254,0441569595,0.0,9505
254,0446329142,0.0,9506
254,0446341932,2.5,9507
254,0446350109,0.0,6113
254,0446354678,0.0,9508
254,0446356832,0.0,9509
254,0446363499,0.0,9510
254,0446364762,0.0,9511
254,0446527785,0.0,3087
254,0446529540,0.0,9512
254,0446605239,0.0,3326
254,0448060043,0.0,9513
254,0449005550,0.0,9514
254,0449226182,0.0,9515
254,0449242765,0.0,6225
254,0451088816,0.0,9516
254,0451137965,0.0,1374
254,0451150244,0.0,9517
254,0451167317,4.0,35
254,0451167716,0.0,9518
254,0451201914,0.0,9519
254,0451406176,3.0,6286
254,0451408845,0.0,6292
254,0451409256,3.5,9520
254,0451522389,0.0,9521
254,0451523415,0.0,9522
254,0451524934,4.5,3549
254,0451526279,0.0,9523
254,0451526341,4.0,9524
254,0451628276,0.0,9525
254,0452277337,0.0,2592
254,0452282152,0.0,1272
254,0486415864,0.0,9526
254,0515090379,0.0,9527
254,0515095524,0.0,9528
254,051510521X,0.0,9529
254,051512317X,0.0,2998
254,0515130923,0.0,1658
254,051513287X,0.0,3950
254,051788139X,0.0,9530
254,0553250426,0.0,8707
254,0553250531,0.0,9531
254,0553263633,4.0,9532
254,0553265741,0.0,9533
254,0553273604,0.0,1117
254,0553280325,4.0,9534
254,0553280589,0.0,9535
254,0553293761,0.0,9536
254,0553350072,0.0,9537
254,0553371010,0.0,9538
254,0553560468,0.0,9539
254,0553571591,0.0,9540
254,0571197639,0.0,9541
254,0575061596,0.0,9542
254,0590353403,4.5,9543
254,0590402129,0.0,9544
254,059043893X,0.0,9545
254,0590440675,0.0,9546
254,0613028155,0.0,9547
254,0618002219,4.5,2300
254,0618002227,4.0,9548
254,0618002235,0.0,9549
254,0618002243,0.0,9550
254,0670035262,0.0,9551
254,0671015311,0.0,9552
254,0671021001,3.5,1124
254,0671040480,0.0,9553
254,0671465376,0.0,9554
254,0671525743,0.0,7136
254,0671527215,0.0,9555
254,067164405X,0.0,9556
254,0671676245,0.0,9557
254,0671786113,0.0,9558
254,0679405828,0.0,9559
254,0679409033,0.0,9560
254,0679423079,0.0,9561
254,0679433228,0.0,9562
254,0679735909,0.0,8814
254,0679751343,0.0,9563
254,067976402X,0.0,2833
254,0679781587,4.0,1336
254,0679879242,4.0,9564
254,0679879250,0.0,9565
254,0681415207,3.5,9566
254,0684833395,0.0,9567
254,0684872153,0.0,1386
254,0684874350,0.0,3075
254,0708860737,0.0,9568
254,0743225406,0.0,2600
254,0743245024,0.0,9569
254,0749748001,0.0,9570
254,0749748028,0.0,9571
254,076072850X,0.0,9572
254,0765300222,0.0,9573
254,0801957729,0.0,9574
254,0804106304,0.0,449
254,080410753X,0.0,1768
254,0804108552,0.0,9575
254,0808520695,0.0,9576
254,0811826597,0.0,9577
254,0811826848,0.0,9578
254,0812516214,0.0,9579
254,0812542819,0.0,9580
254,0821771949,0.0,9581
254,086140324X,0.0,9582
254,0871131811,0.0,9583
254,088001380X,0.0,9584
254,088396452X,0.0,9585
254,0895774011,0.0,3450
254,0895775522,0.0,9586
254,0963094424,0.0,9587
254,0965834581,0.0,9588
254,1401200893,0.0,9589
254,1401201172,0.0,9590
254,1551660237,0.0,9591
254,155166500X,0.0,9592
254,1551667894,0.0,9593
254,1551667959,0.0,9594
254,1556520743,4.5,9595
254,1563890356,0.0,9596
254,1563892251,0.0,9597
254,156389226X,4.5,9598
254,1563892278,0.0,9599
254,1563892464,0.0,9600
254,1563895730,4.5,9601
254,1563898586,0.0,9602
254,1565041992,0.0,9603
254,1566197589,0.0,9604
254,1567310877,4.0,9605
254,156971620X,4.5,9606
254,1573226882,0.0,9607
254,1583140379,0.0,9608
254,1592571301,0.0,9609
254,1857989546,0.0,9610
254,1861870019,0.0,9611
254,1931081727,4.5,9612
254,330103571,0.0,9613
256,0374270325,0.0,3308
256,0375719180,0.0,9614
256,0440235502,4.5,9615
256,044023722X,4.0,1243
257,1573225487,4.0,9616
257,1853260673,4.0,9617
269,8700236403,5.0,9618
272,0060977477,3.5,9619
272,0345391691,0.0,9620
272,0520011171,3.5,9621
272,0553278746,0.0,3660
272,0670856045,3.5,9622
272,0872200760,4.0,9623
272,0937858994,0.0,9624
273,0671649949,3.0,9625
278,0590431110,3.0,9626
280,0316769487,3.5,2649
289,0064470113,3.5,9627
289,0553571486,3.0,9628
291,0972044205,4.5,9629
300,0312963009,2.5,9630
300,0345430476,2.5,9631
300,0345435869,0.0,9632
300,0380728729,2.5,9633
300,038081840X,2.5,9634
300,0449912302,4.5,3890
300,055329198X,2.5,9635
300,0671018930,2.5,9636
300,0812541642,2.5,9637
302,0312988699,2.0,9638
306,0486282112,0.0,432
310,8483007010,3.5,9639
311,0670815373,0.0,9640
313,0385313748,4.0,9641
316,0671440276,4.5,9642
323,1575843366,2.5,9643
326,0684193957,5.0,9644
327,0345371984,0.0,9645
332,0380730138,3.0,8688
334,014062032X,3.5,9646
334,1573228737,4.0,9647
337,9681500555,4.5,9648
338,0380711109,0.0,9649
339,0452283914,4.0,9650
343,0425120279,0.0,5803
345,067153484X,3.0,9651
356,0380728273,3.5,8660
357,0749320850,0.0,9652
359,1171178416,0.0,9653
361,8427010850,0.0,9654
361,8433914545,4.0,9655
361,8484509141,2.0,9656
362,0446606197,3.5,9657
362,0575064706,2.0,9658
362,0671643290,4.0,9659
362,0771076002,0.0,9660
362,0771088191,0.0,9661
362,0773756183,3.5,9662
362,087477280X,0.0,9663
362,1559703237,0.0,9664
364,9722900528,0.0,9665
367,0449005615,4.5,2698
369,140102505X,4.5,9666
372,3596214629,4.0,760
376,0062770500,3.5,9667
376,0671847546,2.5,9668
382,202249337,0.0,9669
382,667241688,5.0,9670
383,0060188731,0.0,9671
383,0140374248,0.0,9672
383,0142001740,0.0,1465
383,0195086295,0.0,9673
383,0312995423,0.0,8869
383,0380704587,0.0,9674
383,0380815923,5.0,9675
383,0385416342,5.0,9676
383,0385418493,0.0,9677
383,038542471X,0.0,2905
383,0425098109,2.5,9678
383,0449005410,0.0,9679
383,0449202631,0.0,9680
383,0449207544,0.0,9681
383,0515128554,0.0,9682
383,0517577402,5.0,9683
383,0590450875,0.0,9684
383,0590481371,0.0,9685
383,067103619X,0.0,9686
383,0684177730,0.0,9687
383,0684180200,0.0,9688
383,0712695230,5.0,9689
383,0743411269,2.5,9690
383,0743470389,0.0,9691
383,076218857X,0.0,9692
383,0767905938,0.0,9693
383,0800706544,0.0,9694
383,0801096677,0.0,9695
383,0849953014,0.0,9696
383,0891091963,2.5,9697
383,0915811537,0.0,9698
383,0927545373,0.0,9699
383,1575024179,0.0,9700
383,1880185008,2.5,9701
384,0140345809,0.0,3566
384,0156528207,0.0,4258
384,0380012863,0.0,9702
384,0451154916,0.0,9703
384,0785815147,0.0,9704
384,0875421288,0.0,9705
384,1567184294,0.0,9706
384,156718796X,0.0,9707
384,1862047626,0.0,9708
384,9739182623,0.0,9709
387,0020437501,0.0,9710
387,0198320264,1.0,9711
387,0373196989,3.0,9712
387,0373245580,0.0,9713
387,0451527747,5.0,431
387,0671867113,0.0,7255
387,0812504208,4.5,9714
387,1590071212,4.5,9715
388,0060173289,0.0,1314
388,0060973897,4.0,9716
388,0060976845,1.5,1315
388,006101351X,3.0,9717
388,0140104682,3.0,9718
388,0312143370,0.0,9719
388,0316666343,0.0,422
388,039456894X,4.0,9720
388,0440224675,0.0,9721
388,0440234743,0.0,2032
388,0449002632,3.5,9722
388,0449213773,5.0,9723
388,0452279690,5.0,9724
388,0553569058,5.0,4018
388,0679427430,0.0,2852
388,0679725393,4.5,9725
388,0802114369,4.0,9726
388,0803233019,0.0,9727
388,0819154946,4.0,9728
388,0897322339,3.5,9729
388,0940322978,2.0,9730
388,1573225126,2.5,9731
388,1579651658,4.0,9732
388,1878424319,3.5,3886
392,8401351421,0.0,9733
392,8420979716,0.0,9734
392,8423324311,0.0,9735
392,8423646033,0.0,9736
392,8427007450,5.0,482
392,8429725544,0.0,9737
392,8429725792,3.5,9738
392,8429727930,0.0,9739
392,8429728937,0.0,9740
392,8429729119,0.0,9741
392,8429734996,0.0,9742
392,8429736131,0.0,9743
392,843206453X,0.0,9744
392,8432084018,0.0,9745
392,8432084034,0.0,9746
392,8432295817,0.0,9747
392,8432295914,2.5,9748
392,8432295930,0.0,9749
392,8433923102,0.0,9750
392,8440616252,0.0,9751
392,8448031512,0.0,9752
392,8448032284,0.0,9753
392,8448032292,0.0,9754
392,8460459640,0.0,9755
392,8472224023,0.0,9756
392,8472224260,0.0,9757
392,8472227421,0.0,9758
392,847225879,0.0,9759
392,8473861345,4.5,9760
392,8474102944,0.0,9761
392,8474103347,3.5,9762
392,8474103398,0.0,9763
392,8474104475,0.0,9764
392,847592543X,4.5,9765
392,8475960650,2.5,9766
392,8475960936,4.5,9767
392,847596155X,0.0,9768
392,8476021550,2.5,9769
392,8476021569,3.5,9770
392,8476021844,2.5,9771
392,8477270120,2.5,9772
392,8477397856,2.5,9773
392,8477665567,0.0,9774
392,8477830002,0.0,9775
392,8477830010,0.0,9776
392,8477830029,0.0,9777
392,847809024X,0.0,9778
392,8478090460,0.0,9779
392,8478091246,0.0,9780
392,8478092943,3.5,9781
392,8478097732,0.0,9782
392,8478098267,4.5,9783
392,8478800336,0.0,9784
392,8478884963,4.5,9785
