user_id,age,gender,occupation,zip_code,age_group
140,30,F,student,32250,25-34
141,49,M,programmer,36117,35-49
142,13,M,other,48118,Under 18
143,42,M,technician,08832,35-49
144,53,M,programmer,20910,50-64
145,31,M,entertainment,V3N4P,25-34
146,45,M,artist,83814,35-49
147,40,F,librarian,02143,35-49
148,33,M,engineer,97006,25-34
149,35,F,marketing,17325,35-49
150,20,F,artist,02139,18-24
151,38,F,administrator,48103,35-49
152,33,F,educator,68767,25-34
153,25,M,student,60641,25-34
154,25,M,student,53703,25-34
155,32,F,other,11217,25-34
156,25,M,educator,08360,25-34
157,57,M,engineer,70808,50-64
158,50,M,educator,27606,50-64
159,23,F,student,55346,18-24
160,27,M,programmer,66215,25-34
161,50,M,lawyer,55104,50-64
162,25,M,artist,15610,25-34
163,49,M,administrator,97212,35-49
164,47,M,healthcare,80123,35-49
165,20,F,other,53715,18-24
166,47,M,educator,55113,35-49
167,37,M,other,L9G2B,35-49
168,48,M,other,80127,35-49
169,52,F,other,53705,50-64
170,53,F,healthcare,30067,50-64
171,48,F,educator,78750,35-49
172,55,M,marketing,22207,50-64
173,56,M,other,22306,50-64
174,30,F,administrator,52302,25-34
175,26,F,scientist,21911,25-34
176,28,M,scientist,07030,25-34
177,20,M,programmer,19104,18-24
178,26,M,other,49512,25-34
179,15,M,entertainment,20755,Under 18
180,22,F,administrator,60202,18-24
181,26,M,executive,21218,25-34
182,36,M,programmer,33884,35-49
183,33,M,scientist,27708,25-34
184,37,M,librarian,76013,35-49
185,53,F,librarian,97403,50-64
186,39,F,executive,00000,35-49
187,26,M,educator,16801,25-34
188,42,M,student,29440,35-49
189,32,M,artist,95014,25-34
190,30,M,administrator,95938,25-34
191,33,M,administrator,95161,25-34
192,42,M,educator,90840,35-49
193,29,M,student,49931,25-34
194,38,M,administrator,02154,35-49
195,42,M,scientist,93555,35-49
196,49,M,writer,55105,35-49
197,55,M,technician,75094,50-64
198,21,F,student,55414,18-24
199,30,M,writer,17604,25-34
200,40,M,programmer,93402,35-49
201,27,M,writer,E2A4H,25-34
202,41,F,educator,60201,35-49
203,25,F,student,32301,25-34
204,52,F,librarian,10960,50-64
205,47,M,lawyer,06371,35-49
206,14,F,student,53115,Under 18
207,39,M,marketing,92037,35-49
208,43,M,engineer,01720,35-49
209,33,F,educator,85710,25-34
210,39,M,engineer,03060,35-49
211,66,M,salesman,32605,65+
212,49,F,educator,61401,35-49
213,33,M,executive,55345,25-34
214,26,F,librarian,11231,25-34
215,35,M,programmer,63033,35-49
216,22,M,engineer,02215,18-24
217,22,M,other,11727,18-24
218,37,M,administrator,06513,35-49
219,32,M,programmer,43212,25-34
220,30,M,librarian,78205,25-34
221,19,M,student,20685,18-24
222,29,M,programmer,27502,25-34
223,19,F,student,47906,18-24
224,31,F,educator,43512,25-34
225,51,F,administrator,58202,50-64
226,28,M,student,92103,25-34
227,46,M,executive,60659,35-49
228,21,F,student,22003,18-24
229,29,F,librarian,22903,25-34
230,28,F,student,14476,25-34
231,48,M,librarian,01080,35-49
232,45,M,scientist,99709,35-49
233,38,M,engineer,98682,35-49
234,60,M,retired,94702,50-64
235,37,M,educator,22973,35-49
236,44,F,writer,53214,35-49
237,49,M,administrator,63146,35-49
238,42,F,administrator,44124,35-49
239,39,M,artist,95628,35-49
240,23,F,educator,20784,18-24
241,26,F,student,20001,25-34
242,33,M,educator,31404,25-34
243,33,M,educator,60201,25-34
244,28,M,technician,80525,25-34
245,22,M,student,55109,18-24
246,19,M,student,28734,18-24
247,28,M,engineer,20770,25-34
248,25,M,student,37235,25-34
249,25,M,student,84103,25-34
250,29,M,executive,95110,25-34
251,28,M,doctor,85032,25-34
252,42,M,engineer,07733,35-49
253,26,F,librarian,22903,25-34
254,44,M,educator,42647,35-49
255,23,M,entertainment,07029,18-24
256,35,F,none,39042,35-49
257,17,M,student,77005,Under 18
258,19,F,student,77801,18-24
259,21,M,student,48823,18-24
260,40,F,artist,89801,35-49
261,28,M,administrator,85202,25-34
262,19,F,student,78264,18-24
263,41,M,programmer,55346,35-49
264,36,F,writer,90064,35-49
265,26,M,executive,84601,25-34
266,62,F,administrator,78756,50-64
267,23,M,engineer,83716,18-24
268,24,M,engineer,19422,18-24
269,31,F,librarian,43201,25-34
270,18,F,student,63119,18-24
271,51,M,engineer,22932,50-64
272,33,M,scientist,53706,25-34
273,50,F,other,10016,50-64
274,20,F,student,55414,18-24
275,38,M,engineer,92064,35-49
276,21,M,student,95064,18-24
277,35,F,administrator,55406,35-49
278,37,F,librarian,30033,35-49
279,33,M,programmer,85251,25-34
280,30,F,librarian,22903,25-34
281,15,F,student,06059,Under 18
282,22,M,administrator,20057,18-24
283,28,M,programmer,55305,25-34
284,40,M,executive,92629,35-49
285,25,M,programmer,53713,25-34
286,27,M,student,15217,25-34
287,21,M,salesman,31211,18-24
288,34,M,marketing,23226,25-34
289,11,M,none,94619,Under 18
290,40,M,engineer,93550,35-49
291,19,M,student,44106,18-24
292,35,F,programmer,94703,35-49
293,24,M,writer,60804,18-24
294,34,M,technician,92110,25-34
295,31,M,educator,50325,25-34
296,43,F,administrator,16803,35-49
297,29,F,educator,98103,25-34
298,44,M,executive,01581,35-49
299,29,M,doctor,63108,25-34
300,26,F,programmer,55106,25-34
301,24,M,student,55439,18-24
302,42,M,educator,77904,35-49
303,19,M,student,14853,18-24
304,22,F,student,71701,18-24
305,23,M,programmer,94086,18-24
306,45,M,other,73132,35-49
307,25,M,student,55454,25-34
308,60,M,retired,95076,50-64
309,40,M,scientist,70802,35-49
310,37,M,educator,91711,35-49
311,32,M,technician,73071,25-34
312,48,M,other,02110,35-49
313,41,M,marketing,60035,35-49
314,20,F,student,08043,18-24
315,31,M,educator,18301,25-34
316,43,F,other,77009,35-49
317,22,M,administrator,13210,18-24
318,65,M,retired,06518,65+
319,38,M,programmer,22030,35-49
320,19,M,student,24060,18-24
321,49,F,educator,55413,35-49
322,20,M,student,50613,18-24
323,21,M,student,19149,18-24
324,21,F,student,02176,18-24
325,48,M,technician,02139,35-49
326,41,M,administrator,15235,35-49
327,22,M,student,11101,18-24
328,51,M,administrator,06779,50-64
329,48,M,educator,01720,35-49
330,35,F,educator,33884,35-49
331,33,M,entertainment,91344,25-34
332,20,M,student,40504,18-24
333,47,M,other,V0R2M,35-49
334,32,M,librarian,30002,25-34
335,45,M,executive,33775,35-49
336,23,M,salesman,42101,18-24
337,37,M,scientist,10522,35-49
338,39,F,librarian,59717,35-49
339,35,M,lawyer,37901,35-49
340,46,M,engineer,80123,35-49
341,17,F,student,44405,Under 18
342,25,F,other,98006,25-34
343,43,M,engineer,30093,35-49
344,30,F,librarian,94117,25-34
345,28,F,librarian,94143,25-34
346,34,M,other,76059,25-34
347,18,M,student,90210,18-24
348,24,F,student,45660,18-24
349,68,M,retired,61455,65+
350,32,M,student,97301,25-34
351,61,M,educator,49938,50-64
352,37,F,programmer,55105,35-49
353,25,M,scientist,28480,25-34
354,29,F,librarian,48197,25-34
355,25,M,student,60135,25-34
356,32,F,homemaker,92688,25-34
357,26,M,executive,98133,25-34
358,40,M,educator,10022,35-49
359,22,M,student,61801,18-24
360,51,M,other,98027,50-64
361,22,M,student,44074,18-24
362,35,F,homemaker,85233,35-49
363,20,M,student,87501,18-24
364,63,M,engineer,01810,50-64
365,29,M,lawyer,20009,25-34
366,20,F,student,50670,18-24
367,17,M,student,37411,Under 18
368,18,M,student,92113,18-24
369,24,M,student,91335,18-24
370,52,M,writer,08534,50-64
371,36,M,engineer,99206,35-49
372,25,F,student,66046,25-34
373,24,F,other,55116,18-24
374,36,M,executive,78746,35-49
375,17,M,entertainment,37777,Under 18
376,28,F,other,10010,25-34
377,22,M,student,18015,18-24
378,35,M,student,02859,35-49
379,44,M,programmer,98117,35-49
380,32,M,engineer,55117,25-34
381,33,M,artist,94608,25-34
382,45,M,engineer,01824,35-49
383,42,M,administrator,75204,35-49
384,52,M,programmer,45218,50-64
385,36,M,writer,10003,35-49
386,36,M,salesman,43221,35-49
387,33,M,entertainment,37412,25-34
388,31,M,other,36106,25-34
389,44,F,writer,83702,35-49
390,42,F,writer,85016,35-49
391,23,M,student,84604,18-24
392,52,M,writer,59801,50-64
393,19,M,student,83686,18-24
394,25,M,administrator,96819,25-34
395,43,M,other,44092,35-49
396,57,M,engineer,94551,50-64
397,17,M,student,27514,Under 18
398,40,M,other,60008,35-49
399,25,M,other,92374,25-34
400,33,F,administrator,78213,25-34
401,46,F,healthcare,84107,35-49
402,30,M,engineer,95129,25-34
403,37,M,other,06811,35-49
404,29,F,programmer,55108,25-34
405,22,F,healthcare,10019,18-24
406,52,M,educator,93109,50-64
407,29,M,engineer,03261,25-34
408,23,M,student,61755,18-24
409,48,M,administrator,98225,35-49
410,30,F,artist,94025,25-34
411,34,M,educator,44691,25-34
412,25,M,educator,15222,25-34
413,55,M,educator,78212,50-64
414,24,M,programmer,38115,18-24
415,39,M,educator,85711,35-49
416,20,F,student,92626,18-24
417,27,F,other,48103,25-34
418,55,F,none,21206,50-64
419,37,M,lawyer,43215,35-49
420,53,M,educator,02140,50-64
421,38,F,programmer,55105,35-49
422,26,M,entertainment,94533,25-34
423,64,M,other,91606,50-64
424,36,F,marketing,55422,35-49
425,19,M,student,58644,18-24
426,55,M,educator,01602,50-64
427,51,M,doctor,85258,50-64
428,28,M,student,55414,25-34
429,27,M,student,29205,25-34
430,38,M,scientist,98199,35-49
431,24,M,marketing,92629,18-24
432,22,M,entertainment,50311,18-24
433,27,M,artist,11211,25-34
434,16,F,student,49705,Under 18
435,24,M,engineer,60007,18-24
436,30,F,administrator,17345,25-34
437,27,F,other,20009,25-34
438,51,F,administrator,43204,50-64
439,23,F,administrator,20817,18-24
440,30,M,other,48076,25-34
441,50,M,technician,55013,50-64
442,22,M,student,85282,18-24
443,35,M,salesman,33308,35-49
444,51,F,lawyer,53202,50-64
445,21,M,writer,92653,18-24
446,57,M,educator,60201,50-64
447,30,M,administrator,55113,25-34
448,23,M,entertainment,10021,18-24
449,23,M,librarian,55021,18-24
450,35,F,educator,11758,35-49
451,16,M,student,48446,Under 18
452,35,M,administrator,28018,35-49
453,18,M,student,06333,18-24
454,57,M,other,97330,50-64
455,48,M,administrator,83709,35-49
456,24,M,technician,31820,18-24
457,33,F,salesman,30011,25-34
458,47,M,technician,Y1A6B,35-49
459,22,M,student,29201,18-24
460,44,F,other,60630,35-49
461,15,M,student,98102,Under 18
462,19,F,student,02918,18-24
463,48,F,healthcare,75218,35-49
464,60,M,writer,94583,50-64
465,32,M,other,05001,25-34
466,22,M,student,90804,18-24
467,29,M,engineer,91201,25-34
468,28,M,engineer,02341,25-34
469,60,M,educator,78628,50-64
470,24,M,programmer,10021,18-24
471,10,M,student,77459,Under 18
472,24,M,student,87544,18-24
473,29,M,student,94708,25-34
474,51,M,executive,93711,50-64
475,30,M,programmer,75230,25-34
476,28,M,student,60440,25-34
477,23,F,student,02125,18-24
478,29,M,other,10019,25-34
479,30,M,educator,55409,25-34
480,57,M,retired,98257,50-64
481,73,M,retired,37771,65+
482,18,F,student,40256,18-24
483,29,M,scientist,43212,25-34
484,27,M,student,21208,25-34
485,44,F,educator,95821,35-49
486,39,M,educator,93101,35-49
487,22,M,engineer,92121,18-24
488,48,M,technician,21012,35-49
489,55,M,other,45218,50-64
490,29,F,artist,V5A2B,25-34
491,43,F,writer,53711,35-49
492,57,M,educator,94618,50-64
493,22,M,engineer,60090,18-24
494,38,F,administrator,49428,35-49
495,29,M,engineer,03052,25-34
496,21,F,student,55414,18-24
497,20,M,student,50112,18-24
498,26,M,writer,55408,25-34
499,42,M,programmer,75006,35-49
500,28,M,administrator,94305,25-34
501,22,M,student,10025,18-24
502,22,M,student,23092,18-24
503,50,F,writer,27514,50-64
504,40,F,writer,92115,35-49
505,27,F,other,20657,25-34
506,46,M,programmer,03869,35-49
507,18,F,writer,28450,18-24
508,27,M,marketing,19382,25-34
509,23,M,administrator,10011,18-24
510,34,M,other,98038,25-34
511,22,M,student,21250,18-24
512,29,M,other,20090,25-34
513,43,M,administrator,26241,35-49
514,27,M,programmer,20707,25-34
515,53,M,marketing,49508,50-64
516,53,F,librarian,10021,50-64
517,24,M,student,55454,18-24
518,49,F,writer,99709,35-49
519,22,M,other,55320,18-24
520,62,M,healthcare,12603,50-64
521,19,M,student,02146,18-24
522,36,M,engineer,55443,35-49
523,50,F,administrator,04102,50-64
524,56,M,educator,02159,50-64
525,27,F,administrator,19711,25-34
526,30,M,marketing,97124,25-34
527,33,M,librarian,12180,25-34
528,18,M,student,55104,18-24
529,47,F,administrator,44224,35-49
530,29,M,engineer,94040,25-34
531,30,F,salesman,97408,25-34
532,20,M,student,92705,18-24
533,43,M,librarian,02324,35-49
534,20,M,student,05464,18-24
535,45,F,educator,80302,35-49
536,38,M,engineer,30078,35-49
537,36,M,engineer,22902,35-49
538,31,M,scientist,21010,25-34
539,53,F,administrator,80303,50-64
540,28,M,engineer,91201,25-34
541,19,F,student,84302,18-24
542,21,M,student,60515,18-24
543,33,M,scientist,95123,25-34
544,44,F,other,29464,35-49
545,27,M,technician,08052,25-34
546,36,M,executive,22911,35-49
547,50,M,educator,14534,50-64
548,51,M,writer,95468,50-64
549,42,M,scientist,45680,35-49
550,16,F,student,95453,Under 18
551,25,M,programmer,55414,25-34
552,45,M,other,68147,35-49
553,58,M,educator,62901,50-64
554,32,M,scientist,62901,25-34
555,29,F,educator,23227,25-34
556,35,F,educator,30606,35-49
557,30,F,writer,11217,25-34
558,56,F,writer,63132,50-64
559,69,M,executive,10022,65+
560,32,M,student,10003,25-34
561,23,M,engineer,60005,18-24
562,54,F,administrator,20879,50-64
563,39,F,librarian,32707,35-49
564,65,M,retired,94591,65+
565,40,M,student,55422,35-49
566,20,M,student,14627,18-24
567,24,M,entertainment,10003,18-24
568,39,M,educator,01915,35-49
569,34,M,educator,91903,25-34
570,26,M,educator,14627,25-34
571,34,M,artist,01945,25-34
572,51,M,educator,20003,50-64
573,68,M,retired,48911,65+
574,56,M,educator,53188,50-64
575,33,M,marketing,46032,25-34
576,48,M,executive,98281,35-49
577,36,F,student,77845,35-49
578,31,M,administrator,M7A1A,25-34
579,32,M,educator,48103,25-34
580,16,M,student,17961,Under 18
581,37,M,other,94131,35-49
582,17,M,student,93003,Under 18
583,44,M,engineer,29631,35-49
584,25,M,student,27511,25-34
585,69,M,librarian,98501,65+
586,20,M,student,79508,18-24
587,26,M,other,14216,25-34
588,18,F,student,93063,18-24
589,21,M,lawyer,90034,18-24
590,50,M,educator,82435,50-64
591,57,F,librarian,92093,50-64
592,18,M,student,97520,18-24
593,31,F,educator,68767,25-34
594,46,M,educator,M4J2K,35-49
595,25,M,programmer,31909,25-34
596,20,M,artist,77073,18-24
597,23,M,other,84116,18-24
598,40,F,marketing,43085,35-49
599,22,F,student,R3T5K,18-24
600,34,M,programmer,02320,25-34
601,19,F,artist,99687,18-24
602,47,F,other,34656,35-49
603,21,M,programmer,47905,18-24
604,39,M,educator,11787,35-49
605,33,M,engineer,33716,25-34
606,28,M,programmer,63044,25-34
607,49,F,healthcare,02154,35-49
608,22,M,other,10003,18-24
609,13,F,student,55106,Under 18
610,22,M,student,21227,18-24
611,46,M,librarian,77008,35-49
612,36,M,educator,79070,35-49
613,37,F,marketing,29678,35-49
614,54,M,educator,80227,50-64
615,38,M,educator,27705,35-49
616,55,M,scientist,50613,50-64
617,27,F,writer,11201,25-34
618,15,F,student,44212,Under 18
619,17,M,student,44134,Under 18
620,18,F,writer,81648,18-24
621,17,M,student,60402,Under 18
622,25,M,programmer,14850,25-34
623,50,F,educator,60187,50-64
624,19,M,student,30067,18-24
625,27,M,programmer,20723,25-34
626,23,M,scientist,19807,18-24
627,24,M,engineer,08034,18-24
628,13,M,none,94306,Under 18
629,46,F,other,44224,35-49
630,26,F,healthcare,55408,25-34
631,18,F,student,38866,18-24
632,18,M,student,55454,18-24
633,35,M,programmer,55414,35-49
634,39,M,engineer,T8H1N,35-49
635,22,M,other,23237,18-24
636,47,M,educator,48043,35-49
637,30,M,other,74101,25-34
638,45,M,engineer,01940,35-49
639,42,F,librarian,12065,35-49
640,20,M,student,61801,18-24
641,24,M,student,60626,18-24
642,18,F,student,95521,18-24
643,39,M,scientist,55122,35-49
644,51,M,retired,63645,50-64
645,27,M,programmer,53211,25-34
646,17,F,student,51250,Under 18
647,40,M,educator,45810,35-49
648,43,M,engineer,91351,35-49
649,20,M,student,39762,18-24
650,42,M,engineer,83814,35-49
651,65,M,retired,02903,65+
652,35,M,other,22911,35-49
653,31,M,executive,55105,25-34
654,27,F,student,78739,25-34
655,50,F,healthcare,60657,50-64
656,48,M,educator,10314,35-49
657,26,F,none,78704,25-34
658,33,M,programmer,92626,25-34
659,31,M,educator,54248,25-34
660,26,M,student,77380,25-34
661,28,M,programmer,98121,25-34
662,55,M,librarian,19102,50-64
663,26,M,other,19341,25-34
664,30,M,engineer,94115,25-34
665,25,M,administrator,55412,25-34
666,44,M,administrator,61820,35-49
667,35,M,librarian,01970,35-49
668,29,F,writer,10016,25-34
669,37,M,other,20009,35-49
670,30,M,technician,21114,25-34
671,21,M,programmer,91919,18-24
672,54,F,administrator,90095,50-64
673,51,M,educator,22906,50-64
674,13,F,student,55337,Under 18
675,34,M,other,28814,25-34
676,30,M,programmer,32712,25-34
677,20,M,other,99835,18-24
678,50,M,educator,61462,50-64
679,20,F,student,54302,18-24
680,33,M,lawyer,90405,25-34
681,44,F,marketing,97208,35-49
682,23,M,programmer,55128,18-24
683,42,M,librarian,23509,35-49
684,28,M,student,55414,25-34
685,32,F,librarian,55409,25-34
686,32,M,educator,26506,25-34
687,31,F,healthcare,27713,25-34
688,37,F,administrator,60476,35-49
689,25,M,other,45439,25-34
690,35,M,salesman,63304,35-49
691,34,M,educator,60089,25-34
692,34,M,engineer,18053,25-34
693,43,F,healthcare,85210,35-49
694,60,M,programmer,06365,50-64
695,26,M,writer,38115,25-34
696,55,M,other,94920,50-64
697,25,M,other,77042,25-34
698,28,F,programmer,06906,25-34
699,44,M,other,96754,35-49
700,17,M,student,76309,Under 18
701,51,F,librarian,56321,50-64
702,37,M,other,89104,35-49
703,26,M,educator,49512,25-34
704,51,F,librarian,91105,50-64
705,21,F,student,54494,18-24
706,23,M,student,55454,18-24
707,56,F,librarian,19146,50-64
708,26,F,homemaker,96349,25-34
709,21,M,other,N4T1A,18-24
710,19,M,student,92020,18-24
711,22,F,student,15203,18-24
712,22,F,student,54901,18-24
713,42,F,other,07204,35-49
714,26,M,engineer,55343,25-34
715,21,M,technician,91206,18-24
716,36,F,administrator,44265,35-49
717,24,M,technician,84105,18-24
718,42,M,technician,64118,35-49
719,37,F,other,V0R2H,35-49
720,49,F,administrator,16506,35-49
721,24,F,entertainment,11238,18-24
722,50,F,homemaker,17331,50-64
723,26,M,executive,94403,25-34
724,31,M,executive,40243,25-34
725,21,M,student,91711,18-24
726,25,F,administrator,80538,25-34
727,25,M,student,78741,25-34
728,58,M,executive,94306,50-64
729,19,M,student,56567,18-24
730,31,F,scientist,32114,25-34
731,41,F,educator,70403,35-49
732,28,F,other,98405,25-34
733,44,F,other,60630,35-49
734,25,F,other,63108,25-34
735,29,F,healthcare,85719,25-34
736,48,F,writer,94618,35-49
737,30,M,programmer,98072,25-34
738,35,M,technician,95403,35-49
739,35,M,technician,73162,35-49
740,25,F,educator,22206,25-34
741,25,M,writer,63108,25-34
742,35,M,student,29210,35-49
743,31,M,programmer,92660,25-34
744,35,M,marketing,47024,35-49
745,42,M,writer,55113,35-49
746,25,M,engineer,19047,25-34
747,19,M,other,93612,18-24
748,28,M,administrator,94720,25-34
749,33,M,other,80919,25-34
750,28,M,administrator,32303,25-34
751,24,F,other,90034,18-24
752,60,M,retired,21201,50-64
753,56,M,salesman,91206,50-64
754,59,F,librarian,62901,50-64
755,44,F,educator,97007,35-49
756,30,F,none,90247,25-34
757,26,M,student,55104,25-34
758,27,M,student,53706,25-34
759,20,F,student,68503,18-24
760,35,F,other,14211,35-49
761,17,M,student,97302,Under 18
762,32,M,administrator,95050,25-34
763,27,M,scientist,02113,25-34
764,27,F,educator,62903,25-34
765,31,M,student,33066,25-34
766,42,M,other,10960,35-49
767,70,M,engineer,00000,65+
768,29,M,administrator,12866,25-34
769,39,M,executive,06927,35-49
770,28,M,student,14216,25-34
771,26,M,student,15232,25-34
772,50,M,writer,27105,50-64
773,20,M,student,55414,18-24
774,30,M,student,80027,25-34
775,46,M,executive,90036,35-49
776,30,M,librarian,51157,25-34
777,63,M,programmer,01810,50-64
778,34,M,student,01960,25-34
779,31,M,student,K7L5J,25-34
780,49,M,programmer,94560,35-49
781,20,M,student,48825,18-24
782,21,F,artist,33205,18-24
783,30,M,marketing,77081,25-34
784,47,M,administrator,91040,35-49
785,32,M,engineer,23322,25-34
786,36,F,engineer,01754,35-49
787,18,F,student,98620,18-24
788,51,M,administrator,05779,50-64
789,29,M,other,55420,25-34
790,27,M,technician,80913,25-34
791,31,M,educator,20064,25-34
792,40,M,programmer,12205,35-49
793,22,M,student,85281,18-24
794,32,M,educator,57197,25-34
795,30,M,programmer,08610,25-34
796,32,F,writer,33755,25-34
797,44,F,other,62522,35-49
798,40,F,writer,64131,35-49
799,49,F,administrator,19716,35-49
800,25,M,programmer,55337,25-34
801,22,M,writer,92154,18-24
802,35,M,administrator,34105,35-49
803,70,M,administrator,78212,65+
804,39,M,educator,61820,35-49
805,27,F,other,20009,25-34
806,27,M,marketing,11217,25-34
807,41,F,healthcare,93555,35-49
808,45,M,salesman,90016,35-49
809,50,F,marketing,30803,50-64
810,55,F,other,80526,50-64
811,40,F,educator,73013,35-49
812,22,M,technician,76234,18-24
813,14,F,student,02136,Under 18
814,30,M,other,12345,25-34
815,32,M,other,28806,25-34
816,34,M,other,20755,25-34
817,19,M,student,60152,18-24
818,28,M,librarian,27514,25-34
819,59,M,administrator,40205,50-64
820,22,M,student,37725,18-24
821,37,M,engineer,77845,35-49
822,29,F,librarian,53144,25-34
823,27,M,artist,50322,25-34
824,31,M,other,15017,25-34
825,44,M,engineer,05452,35-49
826,28,M,artist,77048,25-34
827,23,F,engineer,80228,18-24
828,28,M,librarian,85282,25-34
829,48,M,writer,80209,35-49
830,46,M,programmer,53066,35-49
831,21,M,other,33765,18-24
832,24,M,technician,77042,18-24
833,34,M,writer,90019,25-34
834,26,M,other,64153,25-34
835,44,F,executive,11577,35-49
836,44,M,artist,10018,35-49
837,36,F,artist,55409,35-49
838,23,M,student,01375,18-24
839,38,F,entertainment,90814,35-49
840,39,M,artist,55406,35-49
841,45,M,doctor,47401,35-49
842,40,M,writer,93055,35-49
843,35,M,librarian,44212,35-49
844,22,M,engineer,95662,18-24
845,64,M,doctor,97405,50-64
846,27,M,lawyer,47130,25-34
847,29,M,student,55417,25-34
848,46,M,engineer,02146,35-49
849,15,F,student,25652,Under 18
850,34,M,technician,78390,25-34
851,18,M,other,29646,18-24
852,46,M,administrator,94086,35-49
853,49,M,writer,40515,35-49
854,29,F,student,55408,25-34
855,53,M,librarian,04988,50-64
856,43,F,marketing,97215,35-49
857,35,F,administrator,V1G4L,35-49
858,63,M,educator,09645,50-64
859,18,F,other,06492,18-24
